event_id,session_id,sim_time_s,event_type,source,severity
EAVT-L3-CHAOTIC-035-C06,EAVT-L3-CHAOTIC-035,3315,k1_critical_feed_deviation,process_or_rule,critical
EAVT-L3-CHAOTIC-035-C08,EAVT-L3-CHAOTIC-035,3345,dangerous_heat_compensation,operator_action,critical
EAVT-L3-CHAOTIC-035-C07,EAVT-L3-CHAOTIC-035,3345,unsafe_furnace_heat_to_feed,process_or_rule,critical
EAVT-L3-CHAOTIC-035-C09,EAVT-L3-CHAOTIC-035,3495,k2_critical_instability,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C01,EAVT-L3-CHAOTIC-036,3285,t11_branch_overtemperature,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C02,EAVT-L3-CHAOTIC-036,3290,severe_flow_imbalance,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C03,EAVT-L3-CHAOTIC-036,3295,missed_critical_reaction_deadline,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C04,EAVT-L3-CHAOTIC-036,3340,elou_critical_load_imbalance,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C05,EAVT-L3-CHAOTIC-036,3365,elou_low_level_interlock,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C07,EAVT-L3-CHAOTIC-036,3385,dangerous_heat_compensation,operator_action,critical
EAVT-L3-CHAOTIC-036-C06,EAVT-L3-CHAOTIC-036,3385,unsafe_furnace_heat_to_feed,process_or_rule,critical
EAVT-L3-CHAOTIC-036-C08,EAVT-L3-CHAOTIC-036,3580,k2_critical_instability,process_or_rule,critical
