alarm_id,session_id,alarm_code,alarm_level,equipment_code,started_at_s,acknowledged_at_s,cleared_at_s,is_nuisance
EAVT-L2-NO-VERIFICATION-021-N103,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,2820,2840,2850,1
EAVT-L2-NO-VERIFICATION-021-N104,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,2960,2980,2985,1
EAVT-L2-NO-VERIFICATION-021-N105,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3020,3040,3040,1
EAVT-L2-NO-VERIFICATION-021-N106,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3020,3040,3035,1
EAVT-L2-NO-VERIFICATION-021-N107,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3030,3050,3060,1
EAVT-L2-NO-VERIFICATION-021-N108,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3040,3060,3055,1
EAVT-L2-NO-VERIFICATION-021-N109,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3040,3060,3070,1
EAVT-L2-NO-VERIFICATION-021-N110,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3070,3090,3090,1
EAVT-L2-NO-VERIFICATION-021-N111,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3070,3090,3095,1
EAVT-L2-NO-VERIFICATION-021-N112,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3075,3095,3100,1
EAVT-L2-NO-VERIFICATION-021-N113,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3165,3185,3180,1
EAVT-L2-NO-VERIFICATION-021-N114,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3250,3270,3270,1
EAVT-L2-NO-VERIFICATION-021-N115,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3285,3305,3305,1
EAVT-L2-NO-VERIFICATION-021-N116,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3290,3310,3305,1
EAVT-L2-NO-VERIFICATION-021-N117,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3310,3330,3330,1
EAVT-L2-NO-VERIFICATION-021-N118,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3320,3340,3340,1
EAVT-L2-NO-VERIFICATION-021-N119,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3320,3340,3340,1
EAVT-L2-NO-VERIFICATION-021-N120,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3360,3380,3390,1
EAVT-L2-NO-VERIFICATION-021-N121,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3365,3385,3385,1
EAVT-L2-NO-VERIFICATION-021-N122,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3380,3400,3400,1
EAVT-L2-NO-VERIFICATION-021-N123,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3385,3405,3410,1
EAVT-L2-NO-VERIFICATION-021-N124,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3410,3430,3430,1
EAVT-L2-NO-VERIFICATION-021-N125,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3520,3540,3540,1
EAVT-L2-NO-VERIFICATION-021-N126,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3525,3545,3550,1
EAVT-L2-NO-VERIFICATION-021-N127,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3535,3555,3560,1
EAVT-L2-NO-VERIFICATION-021-N128,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3545,3565,3575,1
EAVT-L2-NO-VERIFICATION-021-N129,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3560,3580,3590,1
EAVT-L2-NO-VERIFICATION-021-N130,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3570,3590,3595,1
EAVT-L2-NO-VERIFICATION-021-N131,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3575,3595,3600,1
EAVT-L2-NO-VERIFICATION-021-N132,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3590,3610,3610,1
EAVT-L2-NO-VERIFICATION-021-N133,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3620,3640,3645,1
EAVT-L2-NO-VERIFICATION-021-N134,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3620,3640,3650,1
EAVT-L2-NO-VERIFICATION-021-N135,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3625,3645,3645,1
EAVT-L2-NO-VERIFICATION-021-N136,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3635,3655,3665,1
EAVT-L2-NO-VERIFICATION-021-N137,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3635,3655,3655,1
EAVT-L2-NO-VERIFICATION-021-N138,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3685,3705,3705,1
EAVT-L2-NO-VERIFICATION-021-N139,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3750,3770,3765,1
EAVT-L2-NO-VERIFICATION-021-N140,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3775,3795,3805,1
EAVT-L2-NO-VERIFICATION-021-N141,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3805,3825,3820,1
EAVT-L2-NO-VERIFICATION-021-N142,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3810,3830,3830,1
EAVT-L2-NO-VERIFICATION-021-N143,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3850,3870,3870,1
EAVT-L2-NO-VERIFICATION-021-N144,EAVT-L2-NO-VERIFICATION-021,nuisance_misc,L0,auxiliary_system,3875,3895,3900,1
EAVT-L2-NO-VERIFICATION-021-S01,EAVT-L2-NO-VERIFICATION-021,flow_deviation_branch,L1,feed_branch_3,3140,3200,3385,0
EAVT-L2-NO-VERIFICATION-021-S02,EAVT-L2-NO-VERIFICATION-021,t11_temperature_deviation,L3,T-1...T-11,3155,3200,3435,0
EAVT-L2-NO-VERIFICATION-021-S03,EAVT-L2-NO-VERIFICATION-021,feed_flow_imbalance,L2,feed_system,3160,3200,3350,0
EAVT-L2-NO-VERIFICATION-021-S04,EAVT-L2-NO-VERIFICATION-021,elou_load_imbalance,L4,ELOU,3215,3230,3275,0
EAVT-L2-NO-VERIFICATION-022-N001,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,30,50,60,1
EAVT-L2-NO-VERIFICATION-022-N002,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,60,80,75,1
EAVT-L2-NO-VERIFICATION-022-N003,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,65,85,95,1
EAVT-L2-NO-VERIFICATION-022-N004,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,135,155,160,1
EAVT-L2-NO-VERIFICATION-022-N005,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,185,205,215,1
EAVT-L2-NO-VERIFICATION-022-N006,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,190,210,215,1
EAVT-L2-NO-VERIFICATION-022-N007,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,260,280,275,1
EAVT-L2-NO-VERIFICATION-022-N008,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,280,300,310,1
EAVT-L2-NO-VERIFICATION-022-N009,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,390,410,405,1
EAVT-L2-NO-VERIFICATION-022-N010,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,400,420,430,1
EAVT-L2-NO-VERIFICATION-022-N011,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,530,550,560,1
EAVT-L2-NO-VERIFICATION-022-N012,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,570,590,595,1
EAVT-L2-NO-VERIFICATION-022-N013,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,575,595,600,1
EAVT-L2-NO-VERIFICATION-022-N014,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,615,635,630,1
EAVT-L2-NO-VERIFICATION-022-N015,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,620,640,650,1
EAVT-L2-NO-VERIFICATION-022-N016,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,635,655,655,1
EAVT-L2-NO-VERIFICATION-022-N017,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,675,695,695,1
EAVT-L2-NO-VERIFICATION-022-N018,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,680,700,695,1
EAVT-L2-NO-VERIFICATION-022-N019,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,680,700,700,1
EAVT-L2-NO-VERIFICATION-022-N020,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,730,750,760,1
EAVT-L2-NO-VERIFICATION-022-N021,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,740,760,770,1
EAVT-L2-NO-VERIFICATION-022-N022,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,760,780,790,1
EAVT-L2-NO-VERIFICATION-022-N023,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,760,780,775,1
EAVT-L2-NO-VERIFICATION-022-N024,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,775,795,795,1
EAVT-L2-NO-VERIFICATION-022-N025,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,840,860,855,1
EAVT-L2-NO-VERIFICATION-022-N026,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,850,870,870,1
EAVT-L2-NO-VERIFICATION-022-N027,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,925,945,940,1
EAVT-L2-NO-VERIFICATION-022-N028,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,960,980,980,1
EAVT-L2-NO-VERIFICATION-022-N029,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,965,985,995,1
EAVT-L2-NO-VERIFICATION-022-N030,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,975,995,990,1
EAVT-L2-NO-VERIFICATION-022-N031,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1005,1025,1035,1
EAVT-L2-NO-VERIFICATION-022-N032,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1040,1060,1055,1
EAVT-L2-NO-VERIFICATION-022-N033,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1055,1075,1070,1
EAVT-L2-NO-VERIFICATION-022-N034,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1095,1115,1115,1
EAVT-L2-NO-VERIFICATION-022-N035,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1105,1125,1120,1
EAVT-L2-NO-VERIFICATION-022-N036,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1110,1130,1130,1
EAVT-L2-NO-VERIFICATION-022-N037,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1180,1200,1195,1
EAVT-L2-NO-VERIFICATION-022-N038,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1200,1220,1215,1
EAVT-L2-NO-VERIFICATION-022-N039,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1230,1250,1255,1
EAVT-L2-NO-VERIFICATION-022-N040,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1245,1265,1260,1
EAVT-L2-NO-VERIFICATION-022-N041,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1275,1295,1290,1
EAVT-L2-NO-VERIFICATION-022-N042,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1365,1385,1390,1
EAVT-L2-NO-VERIFICATION-022-N043,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1395,1415,1415,1
EAVT-L2-NO-VERIFICATION-022-N044,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1545,1565,1565,1
EAVT-L2-NO-VERIFICATION-022-N045,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1555,1575,1570,1
EAVT-L2-NO-VERIFICATION-022-N046,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1570,1590,1590,1
EAVT-L2-NO-VERIFICATION-022-N047,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1595,1615,1610,1
EAVT-L2-NO-VERIFICATION-022-N048,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1645,1665,1665,1
EAVT-L2-NO-VERIFICATION-022-N049,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1650,1670,1665,1
EAVT-L2-NO-VERIFICATION-022-N050,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1655,1675,1670,1
EAVT-L2-NO-VERIFICATION-022-N051,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1665,1685,1690,1
EAVT-L2-NO-VERIFICATION-022-N052,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1745,1765,1760,1
EAVT-L2-NO-VERIFICATION-022-N053,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1800,1820,1830,1
EAVT-L2-NO-VERIFICATION-022-N054,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1890,1910,1905,1
EAVT-L2-NO-VERIFICATION-022-N055,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1905,1925,1930,1
EAVT-L2-NO-VERIFICATION-022-N056,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1905,1925,1930,1
EAVT-L2-NO-VERIFICATION-022-N057,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1995,2015,2020,1
EAVT-L2-NO-VERIFICATION-022-N058,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,1995,2015,2020,1
EAVT-L2-NO-VERIFICATION-022-N059,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2020,2040,2050,1
EAVT-L2-NO-VERIFICATION-022-N060,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2060,2080,2090,1
EAVT-L2-NO-VERIFICATION-022-N061,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2070,2090,2085,1
EAVT-L2-NO-VERIFICATION-022-N062,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2085,2105,2115,1
EAVT-L2-NO-VERIFICATION-022-N063,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2095,2115,2125,1
EAVT-L2-NO-VERIFICATION-022-N064,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2100,2120,2115,1
EAVT-L2-NO-VERIFICATION-022-N065,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2140,2160,2170,1
EAVT-L2-NO-VERIFICATION-022-N066,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2145,2165,2175,1
EAVT-L2-NO-VERIFICATION-022-N067,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2210,2230,2230,1
EAVT-L2-NO-VERIFICATION-022-N068,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2290,2310,2315,1
EAVT-L2-NO-VERIFICATION-022-N069,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2305,2325,2325,1
EAVT-L2-NO-VERIFICATION-022-N070,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2315,2335,2340,1
EAVT-L2-NO-VERIFICATION-022-N071,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2390,2410,2405,1
EAVT-L2-NO-VERIFICATION-022-N072,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2450,2470,2475,1
EAVT-L2-NO-VERIFICATION-022-N073,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2480,2500,2505,1
EAVT-L2-NO-VERIFICATION-022-N074,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2520,2540,2545,1
EAVT-L2-NO-VERIFICATION-022-N075,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2530,2550,2555,1
EAVT-L2-NO-VERIFICATION-022-N076,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2535,2555,2550,1
EAVT-L2-NO-VERIFICATION-022-N077,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2555,2575,2570,1
EAVT-L2-NO-VERIFICATION-022-N078,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2620,2640,2640,1
EAVT-L2-NO-VERIFICATION-022-N079,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2650,2670,2665,1
EAVT-L2-NO-VERIFICATION-022-N080,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2650,2670,2670,1
EAVT-L2-NO-VERIFICATION-022-N081,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2690,2710,2720,1
EAVT-L2-NO-VERIFICATION-022-N082,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2740,2760,2760,1
EAVT-L2-NO-VERIFICATION-022-N083,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2740,2760,2770,1
EAVT-L2-NO-VERIFICATION-022-N084,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2750,2770,2775,1
EAVT-L2-NO-VERIFICATION-022-N085,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2775,2795,2805,1
EAVT-L2-NO-VERIFICATION-022-N086,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2775,2795,2805,1
EAVT-L2-NO-VERIFICATION-022-N087,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2780,2800,2795,1
EAVT-L2-NO-VERIFICATION-022-N088,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2790,2810,2810,1
EAVT-L2-NO-VERIFICATION-022-N089,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2790,2810,2820,1
EAVT-L2-NO-VERIFICATION-022-N090,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2795,2815,2810,1
EAVT-L2-NO-VERIFICATION-022-N091,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2810,2830,2825,1
EAVT-L2-NO-VERIFICATION-022-N092,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2845,2865,2860,1
EAVT-L2-NO-VERIFICATION-022-N093,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2855,2875,2875,1
EAVT-L2-NO-VERIFICATION-022-N094,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2880,2900,2895,1
EAVT-L2-NO-VERIFICATION-022-N095,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,2915,2935,2935,1
EAVT-L2-NO-VERIFICATION-022-N096,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3035,3055,3060,1
EAVT-L2-NO-VERIFICATION-022-N097,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3040,3060,3060,1
EAVT-L2-NO-VERIFICATION-022-N098,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3040,3060,3070,1
EAVT-L2-NO-VERIFICATION-022-N099,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3050,3070,3065,1
EAVT-L2-NO-VERIFICATION-022-N100,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3080,3100,3110,1
EAVT-L2-NO-VERIFICATION-022-N101,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3095,3115,3115,1
EAVT-L2-NO-VERIFICATION-022-N102,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3100,3120,3120,1
EAVT-L2-NO-VERIFICATION-022-N103,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3125,3145,3155,1
EAVT-L2-NO-VERIFICATION-022-N104,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3220,3240,3250,1
EAVT-L2-NO-VERIFICATION-022-N105,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3225,3245,3245,1
EAVT-L2-NO-VERIFICATION-022-N106,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3230,3250,3255,1
EAVT-L2-NO-VERIFICATION-022-N107,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3240,3260,3260,1
EAVT-L2-NO-VERIFICATION-022-N108,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3245,3265,3275,1
EAVT-L2-NO-VERIFICATION-022-N109,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3300,3320,3325,1
EAVT-L2-NO-VERIFICATION-022-N110,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3355,3375,3385,1
EAVT-L2-NO-VERIFICATION-022-N111,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3390,3410,3405,1
EAVT-L2-NO-VERIFICATION-022-N112,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3420,3440,3435,1
EAVT-L2-NO-VERIFICATION-022-N113,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3435,3455,3450,1
EAVT-L2-NO-VERIFICATION-022-N114,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3460,3480,3480,1
EAVT-L2-NO-VERIFICATION-022-N115,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3465,3485,3495,1
EAVT-L2-NO-VERIFICATION-022-N116,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3475,3495,3495,1
EAVT-L2-NO-VERIFICATION-022-N117,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3480,3500,3505,1
EAVT-L2-NO-VERIFICATION-022-N118,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3550,3570,3575,1
EAVT-L2-NO-VERIFICATION-022-N119,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3595,3615,3615,1
EAVT-L2-NO-VERIFICATION-022-N120,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3595,3615,3610,1
EAVT-L2-NO-VERIFICATION-022-N121,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3720,3740,3750,1
EAVT-L2-NO-VERIFICATION-022-N122,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3735,3755,3760,1
EAVT-L2-NO-VERIFICATION-022-N123,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3780,3800,3795,1
EAVT-L2-NO-VERIFICATION-022-N124,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3850,3870,3870,1
EAVT-L2-NO-VERIFICATION-022-N125,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3865,3885,3880,1
EAVT-L2-NO-VERIFICATION-022-N126,EAVT-L2-NO-VERIFICATION-022,nuisance_misc,L0,auxiliary_system,3875,3895,3890,1
EAVT-L2-NO-VERIFICATION-022-S01,EAVT-L2-NO-VERIFICATION-022,flow_deviation_branch,L1,feed_branch_1,3285,3340,3515,0
EAVT-L2-NO-VERIFICATION-022-S02,EAVT-L2-NO-VERIFICATION-022,t11_temperature_deviation,L3,T-1...T-11,3295,3340,3505,0
EAVT-L2-NO-VERIFICATION-022-S03,EAVT-L2-NO-VERIFICATION-022,feed_flow_imbalance,L2,feed_system,3305,3340,3480,0
EAVT-L2-NO-VERIFICATION-022-S04,EAVT-L2-NO-VERIFICATION-022,elou_load_imbalance,L4,ELOU,3350,3365,3355,0
EAVT-L2-NO-VERIFICATION-022-S05,EAVT-L2-NO-VERIFICATION-022,elou_load_imbalance,L4,ELOU,3360,3375,3415,0
EAVT-L2-NO-VERIFICATION-022-S06,EAVT-L2-NO-VERIFICATION-022,feed_flow_imbalance,L2,feed_system,3485,3500,3490,0
EAVT-L2-CHAOTIC-023-N001,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,30,,60,1
EAVT-L2-CHAOTIC-023-N002,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,45,,75,1
EAVT-L2-CHAOTIC-023-N003,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,55,,80,1
EAVT-L2-CHAOTIC-023-N004,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,75,,95,1
EAVT-L2-CHAOTIC-023-N005,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,100,,125,1
EAVT-L2-CHAOTIC-023-N006,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,145,,170,1
EAVT-L2-CHAOTIC-023-N007,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,150,,170,1
EAVT-L2-CHAOTIC-023-N008,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,200,,220,1
EAVT-L2-CHAOTIC-023-N009,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,250,,265,1
EAVT-L2-CHAOTIC-023-N010,EAVT-L2-CHAOTIC-023,nuisance_misc,L0,auxiliary_system,275,,290,1
