action_id,session_id,sim_time_s,action_type,target_code,classification,expected_step_code,is_correct,is_incorrect,is_dangerous,is_repeated,is_cancelled,is_sequence_violation,is_result_check,is_observation
EAVT-L2-EXPERT-014-A002,EAVT-L2-EXPERT-014,3250,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-EXPERT-014-A003,EAVT-L2-EXPERT-014,3250,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-EXPERT-014-A004,EAVT-L2-EXPERT-014,3255,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-EXPERT-014-A005,EAVT-L2-EXPERT-014,3260,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-EXPERT-014-A006,EAVT-L2-EXPERT-014,3265,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-EXPERT-014-A007,EAVT-L2-EXPERT-014,3270,submit_diagnosis:unknown,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-EXPERT-014-A008,EAVT-L2-EXPERT-014,3305,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-SLOW-015-A001,EAVT-L2-SLOW-015,3315,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-015-A002,EAVT-L2-SLOW-015,3320,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-015-A003,EAVT-L2-SLOW-015,3325,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-015-A004,EAVT-L2-SLOW-015,3335,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-015-A005,EAVT-L2-SLOW-015,3345,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-015-A006,EAVT-L2-SLOW-015,3355,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-015-A007,EAVT-L2-SLOW-015,3365,submit_diagnosis:heat_transfer_problem,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-SLOW-015-A008,EAVT-L2-SLOW-015,3400,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-SLOW-016-A001,EAVT-L2-SLOW-016,3305,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-016-A002,EAVT-L2-SLOW-016,3310,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-016-A003,EAVT-L2-SLOW-016,3315,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-016-A004,EAVT-L2-SLOW-016,3325,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-016-A005,EAVT-L2-SLOW-016,3335,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-016-A006,EAVT-L2-SLOW-016,3345,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-SLOW-016-A007,EAVT-L2-SLOW-016,3355,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-016-A008,EAVT-L2-SLOW-016,3370,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-SLOW-016-A009,EAVT-L2-SLOW-016,3430,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A010,EAVT-L2-SLOW-016,3440,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A011,EAVT-L2-SLOW-016,3450,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A012,EAVT-L2-SLOW-016,3460,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A013,EAVT-L2-SLOW-016,3470,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A014,EAVT-L2-SLOW-016,3480,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A015,EAVT-L2-SLOW-016,3490,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-SLOW-016-A016,EAVT-L2-SLOW-016,3500,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-ALARM-OVERLOAD-017-A001,EAVT-L2-ALARM-OVERLOAD-017,3330,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-017-A002,EAVT-L2-ALARM-OVERLOAD-017,3335,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-017-A003,EAVT-L2-ALARM-OVERLOAD-017,3340,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-ALARM-OVERLOAD-017-A004,EAVT-L2-ALARM-OVERLOAD-017,3350,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L2-ALARM-OVERLOAD-017-A005,EAVT-L2-ALARM-OVERLOAD-017,3360,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-ALARM-OVERLOAD-017-A006,EAVT-L2-ALARM-OVERLOAD-017,3370,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L2-ALARM-OVERLOAD-017-A007,EAVT-L2-ALARM-OVERLOAD-017,3380,submit_diagnosis:unknown,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-017-A009,EAVT-L2-ALARM-OVERLOAD-017,3400,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-017-A008,EAVT-L2-ALARM-OVERLOAD-017,3415,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-018-A001,EAVT-L2-ALARM-OVERLOAD-018,3370,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-018-A002,EAVT-L2-ALARM-OVERLOAD-018,3375,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-018-A003,EAVT-L2-ALARM-OVERLOAD-018,3380,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-ALARM-OVERLOAD-018-A004,EAVT-L2-ALARM-OVERLOAD-018,3390,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L2-ALARM-OVERLOAD-018-A005,EAVT-L2-ALARM-OVERLOAD-018,3400,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-ALARM-OVERLOAD-018-A006,EAVT-L2-ALARM-OVERLOAD-018,3410,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L2-ALARM-OVERLOAD-018-A007,EAVT-L2-ALARM-OVERLOAD-018,3420,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-018-A008,EAVT-L2-ALARM-OVERLOAD-018,3435,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-ALARM-OVERLOAD-018-A009,EAVT-L2-ALARM-OVERLOAD-018,3440,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-019-A001,EAVT-L2-WRONG-DIAGNOSIS-019,3305,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-019-A002,EAVT-L2-WRONG-DIAGNOSIS-019,3310,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-019-A003,EAVT-L2-WRONG-DIAGNOSIS-019,3313,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-019-A004,EAVT-L2-WRONG-DIAGNOSIS-019,3321,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-019-A005,EAVT-L2-WRONG-DIAGNOSIS-019,3329,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-019-A006,EAVT-L2-WRONG-DIAGNOSIS-019,3337,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-019-A007,EAVT-L2-WRONG-DIAGNOSIS-019,3345,submit_diagnosis:unknown,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-019-A009,EAVT-L2-WRONG-DIAGNOSIS-019,3370,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-019-A008,EAVT-L2-WRONG-DIAGNOSIS-019,3380,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-020-A001,EAVT-L2-WRONG-DIAGNOSIS-020,3330,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-020-A002,EAVT-L2-WRONG-DIAGNOSIS-020,3335,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-020-A003,EAVT-L2-WRONG-DIAGNOSIS-020,3338,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-020-A004,EAVT-L2-WRONG-DIAGNOSIS-020,3346,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-020-A005,EAVT-L2-WRONG-DIAGNOSIS-020,3354,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-020-A006,EAVT-L2-WRONG-DIAGNOSIS-020,3362,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-WRONG-DIAGNOSIS-020-A007,EAVT-L2-WRONG-DIAGNOSIS-020,3370,submit_diagnosis:sensor_fault,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-020-A009,EAVT-L2-WRONG-DIAGNOSIS-020,3395,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L2-WRONG-DIAGNOSIS-020-A008,EAVT-L2-WRONG-DIAGNOSIS-020,3405,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-021-A001,EAVT-L2-NO-VERIFICATION-021,3195,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-021-A002,EAVT-L2-NO-VERIFICATION-021,3200,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-021-A003,EAVT-L2-NO-VERIFICATION-021,3201,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-021-A004,EAVT-L2-NO-VERIFICATION-021,3207,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-021-A005,EAVT-L2-NO-VERIFICATION-021,3213,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-021-A006,EAVT-L2-NO-VERIFICATION-021,3219,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-021-A007,EAVT-L2-NO-VERIFICATION-021,3225,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-021-A008,EAVT-L2-NO-VERIFICATION-021,3236,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-021-A009,EAVT-L2-NO-VERIFICATION-021,3260,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-022-A001,EAVT-L2-NO-VERIFICATION-022,3335,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-022-A002,EAVT-L2-NO-VERIFICATION-022,3340,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-022-A003,EAVT-L2-NO-VERIFICATION-022,3341,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-022-A004,EAVT-L2-NO-VERIFICATION-022,3347,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-022-A005,EAVT-L2-NO-VERIFICATION-022,3353,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-022-A006,EAVT-L2-NO-VERIFICATION-022,3359,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-NO-VERIFICATION-022-A007,EAVT-L2-NO-VERIFICATION-022,3365,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-NO-VERIFICATION-022-A008,EAVT-L2-NO-VERIFICATION-022,3376,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A001,EAVT-L2-CHAOTIC-023,3330,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A002,EAVT-L2-CHAOTIC-023,3335,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A003,EAVT-L2-CHAOTIC-023,3337,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-CHAOTIC-023-A004,EAVT-L2-CHAOTIC-023,3344,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L2-CHAOTIC-023-A005,EAVT-L2-CHAOTIC-023,3351,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-CHAOTIC-023-A006,EAVT-L2-CHAOTIC-023,3358,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L2-CHAOTIC-023-A007,EAVT-L2-CHAOTIC-023,3365,submit_diagnosis:unknown,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A011,EAVT-L2-CHAOTIC-023,3385,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L2-CHAOTIC-023-A012,EAVT-L2-CHAOTIC-023,3390,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L2-CHAOTIC-023-A010,EAVT-L2-CHAOTIC-023,3400,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A008,EAVT-L2-CHAOTIC-023,3535,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A009,EAVT-L2-CHAOTIC-023,3545,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-023-A013,EAVT-L2-CHAOTIC-023,3605,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A014,EAVT-L2-CHAOTIC-023,3615,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A015,EAVT-L2-CHAOTIC-023,3625,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A016,EAVT-L2-CHAOTIC-023,3635,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A017,EAVT-L2-CHAOTIC-023,3645,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A018,EAVT-L2-CHAOTIC-023,3655,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A019,EAVT-L2-CHAOTIC-023,3665,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-023-A020,EAVT-L2-CHAOTIC-023,3675,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A001,EAVT-L2-CHAOTIC-024,3280,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-024-A002,EAVT-L2-CHAOTIC-024,3285,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-024-A003,EAVT-L2-CHAOTIC-024,3287,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L2-CHAOTIC-024-A004,EAVT-L2-CHAOTIC-024,3294,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L2-CHAOTIC-024-A005,EAVT-L2-CHAOTIC-024,3301,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L2-CHAOTIC-024-A006,EAVT-L2-CHAOTIC-024,3308,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L2-CHAOTIC-024-A007,EAVT-L2-CHAOTIC-024,3315,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-024-A008,EAVT-L2-CHAOTIC-024,3327,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L2-CHAOTIC-024-A009,EAVT-L2-CHAOTIC-024,3335,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L2-CHAOTIC-024-A010,EAVT-L2-CHAOTIC-024,3340,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L2-CHAOTIC-024-A011,EAVT-L2-CHAOTIC-024,3387,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A012,EAVT-L2-CHAOTIC-024,3397,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A013,EAVT-L2-CHAOTIC-024,3407,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A014,EAVT-L2-CHAOTIC-024,3417,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A015,EAVT-L2-CHAOTIC-024,3427,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A016,EAVT-L2-CHAOTIC-024,3437,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A017,EAVT-L2-CHAOTIC-024,3447,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L2-CHAOTIC-024-A018,EAVT-L2-CHAOTIC-024,3457,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A001,EAVT-L3-EXPERT-025,3245,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-025-A002,EAVT-L3-EXPERT-025,3250,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-025-A003,EAVT-L3-EXPERT-025,3250,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-025-A004,EAVT-L3-EXPERT-025,3255,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-025-A005,EAVT-L3-EXPERT-025,3260,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-025-A006,EAVT-L3-EXPERT-025,3265,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-025-A007,EAVT-L3-EXPERT-025,3270,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-025-A008,EAVT-L3-EXPERT-025,3280,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-025-A009,EAVT-L3-EXPERT-025,3340,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A010,EAVT-L3-EXPERT-025,3350,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A011,EAVT-L3-EXPERT-025,3360,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A012,EAVT-L3-EXPERT-025,3370,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A013,EAVT-L3-EXPERT-025,3380,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A014,EAVT-L3-EXPERT-025,3390,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A015,EAVT-L3-EXPERT-025,3400,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-025-A016,EAVT-L3-EXPERT-025,3410,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A001,EAVT-L3-EXPERT-026,3300,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-026-A002,EAVT-L3-EXPERT-026,3305,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-026-A003,EAVT-L3-EXPERT-026,3305,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-026-A004,EAVT-L3-EXPERT-026,3310,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-026-A005,EAVT-L3-EXPERT-026,3315,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-026-A006,EAVT-L3-EXPERT-026,3320,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-EXPERT-026-A007,EAVT-L3-EXPERT-026,3325,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-026-A008,EAVT-L3-EXPERT-026,3335,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-EXPERT-026-A009,EAVT-L3-EXPERT-026,3395,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A010,EAVT-L3-EXPERT-026,3405,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A011,EAVT-L3-EXPERT-026,3415,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A012,EAVT-L3-EXPERT-026,3425,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A013,EAVT-L3-EXPERT-026,3435,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A014,EAVT-L3-EXPERT-026,3445,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A015,EAVT-L3-EXPERT-026,3455,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-EXPERT-026-A016,EAVT-L3-EXPERT-026,3465,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A001,EAVT-L3-SLOW-027,3265,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-027-A002,EAVT-L3-SLOW-027,3270,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-027-A003,EAVT-L3-SLOW-027,3275,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-027-A004,EAVT-L3-SLOW-027,3285,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-027-A005,EAVT-L3-SLOW-027,3295,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-027-A006,EAVT-L3-SLOW-027,3305,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-027-A007,EAVT-L3-SLOW-027,3315,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-027-A008,EAVT-L3-SLOW-027,3330,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-027-A009,EAVT-L3-SLOW-027,3390,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A010,EAVT-L3-SLOW-027,3400,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A011,EAVT-L3-SLOW-027,3410,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A012,EAVT-L3-SLOW-027,3420,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A013,EAVT-L3-SLOW-027,3430,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A014,EAVT-L3-SLOW-027,3440,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-027-A015,EAVT-L3-SLOW-027,3450,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
